date,recycle Acids,recycle Adhesives,recycle Adult Toys,recycle Aerosol Cans - Full,recycle Air Conditioners,recycle Alkaline Batteries,recycle Aluminum Beverage Cans,recycle Aluminum Foil,recycle Aluminum Food Cans,recycle Aluminum Pie Plates,recycle Aluminum Trays,recycle Ammunition,recycle Antifreeze,recycle Arts and Crafts Supplies,recycle Asbestos,recycle Asphalt,recycle Audio Equipment,recycle Auto Bodies,recycle Auto Parts,recycle Baby Products,recycle Blue Glass Containers,recycle Boomboxes,recycle Brake Fluid,recycle Branches,recycle Brick,recycle Brown Glass Beverage Containers,recycle Brown Glass Containers,recycle Brush,recycle Button Cell Batteries,recycle CD Cases,recycle CD Players,recycle CDs,recycle CFLs,recycle CRT Computer Monitors,recycle CRT Televisions,recycle Cables,recycle Calculators,recycle Candy Wrappers,recycle Car Batteries,recycle Car Fluids,recycle Carpet,recycle Carpet Padding,recycle Cassette Players,recycle Cassette Tapes,recycle Ceiling Tiles,recycle Cell Phone Accessories,recycle Cell Phones,recycle Ceramic Tile,recycle Chemistry Sets,recycle Chip Bags,recycle Christmas Trees,recycle Cigarettes,recycle Clear Glass Beverage Containers,recycle Clear Glass Containers,recycle Clothing,recycle Compostable Plastics,recycle Computer Peripherals - External,recycle Computer Peripherals - Internal,recycle Concrete,recycle Construction Debris,recycle Construction Materials,recycle Contaminated Soil,recycle Contaminated Wood,recycle Controlled Substances,recycle Cooking Oil,recycle Cookware,recycle Corks,recycle Corrugated Cardboard,recycle Crayons,recycle Curling Irons,recycle DVD Players,recycle DVDs,recycle Dehumidifiers,recycle Desktop Computers,recycle Digital Cameras,recycle Dirt,recycle Doors,recycle Drink Boxes,recycle Drink Pouches,recycle Electronic Servers,recycle Engine Degreasers,recycle Envelopes,recycle Exit Signs,recycle Explosives,recycle Eyeglasses,recycle Fabric,recycle Ferrous Metals,recycle Fertilizers,recycle Fire Extinguishers,recycle Flip-Flops,recycle Floppy Disks,recycle Fluorescent Tubes,recycle Freezers,recycle Fungicides,recycle GPS Systems,recycle Game Consoles,recycle Garden Tools,recycle Gas Cylinders,recycle Gas/Oil Mixture,recycle Gasoline,recycle Gypsum Drywall,recycle HHW,recycle Hair,recycle Hair Dye,recycle Hair Spray,recycle Halogen Bulbs,recycle Hard Drives,recycle Hardware,recycle Hay,recycle Heaters,recycle Lead Paint Chips,recycle Lead-acid Batteries - Non-automotive,recycle Leaves,recycle Lice Shampoo,recycle Light Fixtures,recycle Lighter Fluid,recycle Lighting Ballasts,recycle Linens,recycle Linoleum,recycle Lithium Batteries,recycle Lithium-ion Batteries,recycle Lumber,recycle MP3 Players,recycle Magazines,recycle Manure,recycle Marine Batteries,recycle Mattresses,recycle Medical Equipment - Handheld,recycle Medical Equipment - Large,recycle Medical Sharps,recycle Metal Tags,recycle Microwaves,recycle Mixed Paper,recycle Motor Oil,recycle Motor Oil Containers,recycle Multi-wall Paper Bags,recycle Musical Instruments - Metal,recycle Musical Instruments - Non-metal,recycle Nail Polish,recycle Nail Polish Removers,recycle Neon Lights,recycle Newspaper,recycle Nickel-cadmium Batteries,recycle Nickel-metal Hydride Batteries,recycle Nickel-zinc Batteries,recycle Non-Organic Food Waste,recycle Nonferrous Metals,recycle Office Furniture,recycle Office Machines,recycle Office Paper,recycle Office Supplies,recycle Oil Filters,recycle Oil-Based Paint,recycle Organic Food Waste,recycle Ornaments,recycle Pagers,recycle Paint Strippers,recycle Paint Thinners,recycle Pallets,recycle Paper Cups,recycle Perfumes,recycle Pesticide Containers,recycle Pesticides,recycle Phone Books,recycle Photographic Chemicals,recycle Pizza Boxes,recycle Plastic Bottle Accessories,recycle Plastic Buckets,recycle Plastic Cards,recycle Plastic Egg Cartons,recycle Pool Chemicals,recycle Porcelain Products,recycle Power Steering Fluid,recycle Power Tools,recycle Printers,recycle Projectors,recycle Propane Tanks,recycle Radiators,recycle Receivers,recycle Record Players,recycle Refrigerators,recycle Road Flares,recycle Roofing Materials,recycle Sand,recycle Sawdust,recycle Scanners,recycle Sealers,recycle Shingles,recycle Shoes,recycle Silver-oxide Batteries,recycle Six-pack Rings,recycle Small Appliances,recycle Smoke Detectors,recycle Solvents,recycle Sporting Goods,recycle Steel Cans,recycle Steel Lids,recycle Stone,recycle String Lights,recycle Stumps,recycle Surfboards,recycle Synthetic Cork,recycle Tablets,recycle Telephones,recycle Television Accessories,recycle Tennis Balls,recycle Tile,recycle Tires,recycle Toasters,recycle Toner Cartridges,recycle Tools,recycle Toothbrushes,recycle Toothpaste Tubes,recycle Toys,recycle Transmission Fluid,recycle Trophies,recycle Truck Tires,recycle Two-Way Radios,recycle Typewriters,recycle Tyvek Envelopes,recycle VCRs,recycle Vacuum Cleaners,recycle Varnish,recycle Vehicles,recycle Video Game Cartridges,recycle Video Game Peripherals,recycle Video Tapes,recycle Vinyl Records,recycle Washer/Dryers,recycle Water Filters,recycle Weeds,recycle Wet-strength Paperboard,recycle Windows,recycle Wood,recycle Wood Chips,recycle Wood Furnishings,recycle Wood Stains,recycle X-rays,recycle Yard Waste,recycle Yoga Mats
2015-09-13,0,0,0,31,0,30,0,30,0,0,0,0,0,0,0,27,0,0,54,0,0,0,0,0,0,0,0,0,0,23,0,18,0,0,0,0,0,0,49,0,69,0,0,0,0,0,63,0,0,0,0,0,0,0,16,0,0,0,30,0,0,0,0,0,24,0,32,32,0,0,0,0,0,0,0,0,51,0,0,0,0,31,0,0,31,57,0,0,0,0,0,30,0,0,0,0,0,0,0,40,0,0,26,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,27,0,24,0,37,0,0,45,0,0,0,0,24,0,24,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,14,14,0,0,0,40,0,38,0,0,0,0,0,0,0,0,51,0,30,0,0,0,92,0,0,31,0,0,0,0,26,0,0,0,34,0,0,30,0,30,0,0,0,0,0,0,0,0,25,38,0,42,0,0,0,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,76,7,0,0,0,0,35,0
2015-09-20,0,0,0,0,0,50,0,45,0,0,0,0,35,0,0,40,0,0,80,0,0,0,0,0,39,0,0,45,0,23,0,52,0,0,0,48,0,0,32,0,38,0,0,23,0,0,77,0,0,16,0,0,0,0,10,0,0,0,29,0,0,0,0,0,23,0,48,0,0,0,0,34,0,0,0,25,0,0,0,0,0,0,0,0,31,36,0,0,24,0,39,19,0,0,0,0,0,0,0,39,0,0,38,0,0,27,27,45,0,0,0,0,25,0,0,0,0,0,0,26,0,0,0,24,0,0,44,0,0,0,0,23,0,47,0,0,0,0,91,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,31,0,0,0,0,0,0,0,0,38,0,60,0,0,0,30,0,0,30,0,0,0,0,30,0,0,34,34,0,0,0,0,30,0,0,0,0,0,0,0,0,49,41,0,29,29,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,75,10,0,0,0,0,58,0
2015-09-27,0,0,0,30,0,59,0,30,0,0,0,0,0,0,0,26,0,0,66,0,0,0,0,0,38,0,0,0,0,23,0,26,0,0,0,24,0,0,36,0,45,0,0,0,0,0,77,0,0,0,0,0,0,0,10,0,0,0,17,0,0,0,0,0,47,0,31,31,63,0,0,0,0,0,0,0,100,0,0,0,0,31,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,39,0,0,26,0,0,0,0,67,0,27,0,0,25,0,0,0,0,0,0,39,0,24,0,48,0,0,0,0,0,0,0,23,0,55,0,0,0,0,61,0,0,19,0,0,0,0,0,0,0,92,0,46,0,0,0,0,0,0,14,14,0,0,0,40,0,19,0,0,0,0,0,0,0,0,28,0,30,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0,34,0,0,0,0,30,0,0,0,0,0,0,0,0,25,45,0,41,29,29,0,29,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,95,7,0,0,0,0,0,0
2015-10-04,0,0,0,60,0,30,0,30,0,0,0,0,0,0,0,53,0,0,67,0,0,0,0,0,38,0,0,0,0,0,0,26,0,0,0,0,0,0,48,0,23,0,0,23,0,0,67,0,0,15,5,0,0,0,17,0,0,0,41,0,0,0,0,0,35,32,0,0,0,0,0,34,0,0,0,0,50,0,0,0,0,31,0,0,0,56,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,26,0,0,27,36,41,0,27,0,0,0,0,0,0,0,0,0,26,0,48,0,24,0,0,44,0,0,0,0,24,0,47,0,0,0,0,60,0,0,56,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,28,14,0,0,0,59,0,37,0,0,0,0,0,0,0,0,31,0,45,0,0,0,30,0,0,30,0,0,0,0,41,0,0,45,0,0,0,30,0,89,0,0,0,0,0,0,0,0,12,37,0,49,29,29,0,44,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,14,0,0,0,0,23,0
2015-10-11,0,0,0,45,0,45,0,30,0,0,0,0,24,0,0,40,0,0,40,0,0,0,0,0,38,0,0,23,0,22,0,17,0,0,0,24,0,0,40,0,53,0,0,0,0,0,78,0,0,15,5,0,0,0,16,0,0,0,23,0,0,0,0,0,24,32,0,0,32,0,0,0,0,0,0,0,50,0,0,0,0,31,0,0,31,24,0,0,24,0,20,39,0,0,0,0,0,0,0,39,0,0,51,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,26,0,48,0,48,0,0,22,0,0,0,0,0,0,55,0,0,0,0,61,0,0,57,0,0,0,0,0,0,0,46,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,40,0,0,0,0,31,0,0,0,34,0,0,30,0,0,0,0,0,0,0,0,0,0,12,54,0,37,29,0,29,49,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,73,11,0,0,0,0,35,0
2015-10-18,0,0,0,30,0,29,0,29,0,0,0,0,23,0,0,26,0,0,52,0,0,0,0,0,37,0,0,0,0,44,0,17,0,0,0,0,0,0,23,0,33,0,0,22,0,0,40,0,0,0,0,0,0,0,12,0,0,0,23,0,0,0,0,0,23,0,62,0,0,0,0,0,0,0,0,49,0,0,0,0,0,30,0,0,40,31,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,26,0,0,24,0,0,0,0,0,0,0,0,0,0,59,0,0,21,0,0,0,0,23,0,23,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,28,0,0,0,0,0,0,0,0,64,0,43,0,0,0,59,0,0,30,0,0,0,0,25,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,12,40,0,20,57,0,0,28,29,24,0,0,0,0,0,0,0,44,0,0,0,0,0,33,0,0,84,8,0,0,0,0,22,0
2015-10-25,0,0,0,29,0,68,0,29,0,0,0,0,46,0,0,26,0,0,35,0,0,0,0,0,0,0,0,22,0,22,0,42,0,0,0,23,0,0,47,0,37,0,0,22,0,0,30,0,0,15,0,0,0,0,8,0,0,0,28,0,0,0,0,0,46,0,62,31,0,0,0,0,0,0,0,24,24,0,0,0,0,30,0,0,30,23,0,0,23,0,19,38,0,0,0,0,0,0,0,38,0,0,50,0,0,26,26,26,0,26,0,0,36,0,0,0,0,0,0,77,0,0,0,71,0,0,21,0,0,0,0,23,0,23,0,0,0,0,59,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,38,0,37,0,0,0,0,0,0,0,0,49,0,29,0,0,0,59,0,0,0,0,0,0,0,30,0,0,33,66,0,0,29,0,29,0,0,0,0,0,0,0,0,18,28,0,20,29,0,0,29,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,86,7,0,0,0,0,23,0
2015-11-01,0,0,0,59,0,39,0,29,0,0,0,0,46,0,0,26,0,0,39,0,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0,0,0,47,0,44,0,0,44,0,0,80,0,0,15,5,0,0,0,18,0,0,0,40,0,0,0,0,0,23,31,31,0,31,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,30,35,0,0,0,0,0,19,0,0,0,0,0,0,0,38,0,0,37,0,0,0,0,39,0,26,0,0,72,0,0,0,0,0,0,26,0,23,0,58,0,0,0,0,0,0,0,23,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,49,0,0,0,0,0,44,0,0,59,0,0,0,0,39,0,0,0,33,0,0,29,0,29,0,0,0,0,46,0,0,0,0,48,0,28,28,0,0,28,0,24,0,0,0,0,0,0,0,44,0,0,0,0,0,33,0,0,84,10,0,0,0,0,22,0
2015-11-08,0,0,0,59,0,39,0,0,0,0,0,0,46,0,0,26,0,0,65,0,0,0,0,0,0,0,0,22,0,22,0,51,0,0,0,0,0,0,39,0,44,0,0,22,0,0,76,0,0,0,5,0,0,0,13,0,0,0,46,0,0,0,0,0,23,0,31,31,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,45,55,0,0,0,0,0,45,0,0,0,0,0,0,0,38,0,0,50,0,0,27,40,36,0,27,0,0,24,0,0,0,0,0,0,26,0,0,0,47,0,0,0,0,0,0,0,0,0,38,0,0,0,0,59,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,78,0,37,0,0,0,0,0,0,0,0,56,0,29,0,0,0,30,0,0,30,0,0,0,0,45,0,0,0,0,0,0,30,0,44,0,0,0,0,0,0,0,0,0,36,0,41,29,0,0,29,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,33,0,0,59,6,0,0,0,0,23,0
2015-11-15,0,0,0,29,0,87,0,29,0,0,0,0,23,0,0,26,0,0,51,0,0,0,0,0,37,0,0,0,0,22,0,17,0,0,0,23,0,0,46,0,44,0,0,22,0,0,25,0,0,0,5,0,0,0,13,0,0,0,34,0,0,0,0,0,23,30,31,0,0,0,0,66,0,0,0,24,24,0,0,0,0,30,0,0,45,23,0,0,23,0,0,19,0,0,0,0,0,0,0,38,0,0,25,0,0,26,26,79,0,0,0,0,72,0,0,0,0,0,0,25,0,24,0,24,0,0,21,0,0,0,0,23,0,23,0,0,0,0,59,0,0,37,0,0,0,0,0,0,0,45,0,45,0,0,0,0,0,0,14,0,0,0,0,58,0,18,0,0,0,0,0,0,0,0,49,0,43,0,0,0,0,0,0,29,0,0,0,0,49,0,0,33,33,0,0,0,0,39,0,0,0,0,0,0,0,0,0,52,0,32,38,0,0,38,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,71,3,0,0,0,0,23,0
2015-11-22,0,0,0,32,0,47,0,31,0,0,0,0,100,0,0,28,0,0,84,0,0,0,0,0,82,0,0,0,0,0,0,18,0,0,0,0,0,0,25,0,48,0,0,24,0,0,66,0,0,0,8,0,0,0,8,0,0,0,28,0,0,0,0,0,100,34,34,0,34,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,33,60,0,0,26,0,21,31,0,0,0,0,0,0,0,83,0,0,54,0,0,0,29,29,0,43,0,0,26,0,0,0,0,0,0,56,0,26,0,64,0,0,23,0,0,0,0,25,0,25,0,0,0,0,64,0,0,20,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,15,0,0,0,0,42,0,20,0,0,0,0,0,0,0,0,33,0,47,0,0,0,0,0,0,32,0,0,0,0,54,0,0,0,72,0,0,0,0,32,0,0,0,0,51,0,0,0,13,53,0,13,31,0,0,62,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,53,8,0,0,0,0,49,0
2015-11-29,0,0,0,0,0,37,0,47,0,0,0,0,78,0,0,50,0,0,25,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,23,0,21,0,0,21,0,0,48,0,0,14,8,0,0,0,15,0,0,0,16,0,0,0,0,0,67,29,30,29,0,0,0,32,0,0,0,23,24,0,0,0,0,29,0,0,39,56,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,25,0,38,0,0,35,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,45,0,33,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,26,0,0,0,0,37,0,24,0,0,0,0,0,0,0,0,53,0,28,0,0,0,0,0,0,0,0,0,0,0,43,0,0,32,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,23,0,12,55,0,0,27,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,75,8,0,0,0,0,33,0
2015-12-06,0,0,0,29,0,76,0,28,0,0,0,0,45,0,0,0,0,0,51,0,0,0,0,0,0,0,0,22,0,43,0,33,0,0,0,23,0,0,34,0,0,0,0,0,0,0,44,0,0,15,12,0,0,0,5,0,0,0,33,0,0,0,0,0,68,0,45,30,30,0,0,32,0,0,0,0,24,0,0,0,0,44,0,0,44,31,0,0,0,0,19,55,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,52,0,26,0,0,23,0,0,0,0,0,0,0,0,0,0,34,0,0,42,0,0,0,0,0,0,22,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,13,0,0,0,0,38,0,18,0,0,0,0,0,0,0,0,54,0,47,0,0,0,43,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,29,0,0,0,0,45,0,0,0,12,35,0,28,56,0,0,74,0,35,0,0,0,0,0,0,0,44,0,0,0,0,0,33,0,0,71,10,0,0,0,0,0,0
2015-12-13,0,0,0,30,0,39,0,29,0,0,0,0,46,0,0,26,0,0,52,0,0,0,0,0,75,0,0,0,0,22,0,34,0,0,0,35,0,0,71,0,45,0,0,23,0,0,20,0,0,0,10,0,0,0,12,0,0,0,34,0,0,0,0,0,23,31,31,31,31,0,0,0,0,0,0,25,24,0,0,0,0,30,0,0,0,24,0,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,44,0,0,0,0,24,0,0,0,0,0,0,26,0,0,0,47,0,0,0,0,0,0,0,23,0,35,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,28,14,0,0,0,39,0,37,0,0,0,0,0,0,0,0,31,0,29,0,0,0,30,0,0,0,0,0,0,0,25,0,0,33,0,0,0,0,0,44,0,0,0,0,0,0,0,0,12,16,0,30,28,29,0,48,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,79,6,0,0,0,0,23,0
2015-12-20,0,0,0,0,0,68,0,34,0,0,0,0,0,0,0,45,0,0,61,0,0,0,0,0,44,0,0,0,0,0,0,60,0,0,0,36,0,0,36,0,52,0,0,26,0,0,44,0,0,0,26,0,0,0,12,0,0,0,50,0,0,0,0,0,54,0,36,0,36,0,0,78,0,0,0,57,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,22,0,0,0,0,0,0,0,44,0,0,29,0,0,31,0,52,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,27,0,0,25,0,0,0,0,0,0,27,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,54,0,34,0,0,0,0,0,0,0,0,0,0,0,29,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,28,33,0,0,56,0,28,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,80,11,0,0,0,0,27,0
2015-12-27,0,0,0,0,0,42,0,31,0,0,0,0,25,0,0,0,0,0,28,0,0,0,0,0,81,0,0,0,0,48,0,18,0,0,0,38,0,0,25,0,0,0,0,48,0,0,76,0,0,16,99,0,0,0,15,0,0,0,73,0,0,0,0,0,50,0,33,34,33,0,0,0,0,0,0,0,26,0,0,0,0,49,0,0,32,51,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,67,0,0,29,0,100,0,57,0,0,0,0,0,0,0,0,0,42,0,0,0,25,0,0,23,0,0,0,0,49,0,33,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,62,0,20,0,0,0,0,0,0,0,0,26,0,31,0,0,0,32,0,0,32,0,0,0,0,53,0,0,71,35,0,0,0,0,31,0,0,0,0,0,0,0,0,13,35,0,0,46,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,83,8,0,0,0,0,24,0
2016-01-03,0,0,0,0,0,62,0,0,0,0,0,0,20,0,0,44,0,0,44,0,0,0,0,0,0,0,0,19,0,37,0,29,0,0,0,20,0,0,30,0,75,0,0,19,0,0,68,0,0,13,81,0,0,0,11,0,0,0,29,0,0,0,0,0,39,0,52,26,26,0,0,84,0,0,0,21,21,0,0,0,0,25,0,0,51,30,0,0,0,0,0,21,0,0,0,0,0,0,0,32,0,0,42,0,0,0,0,30,0,22,0,0,0,0,0,0,0,0,0,65,0,30,0,50,0,0,72,0,0,0,0,26,0,39,0,0,0,0,50,0,0,31,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,23,0,0,0,0,44,0,31,0,0,0,0,0,0,0,0,42,0,25,0,0,0,38,0,0,25,0,0,0,0,50,0,0,47,0,0,0,25,0,25,0,0,0,0,0,0,0,0,10,24,0,15,24,0,0,36,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,68,7,0,0,0,0,29,0
2016-01-10,0,0,0,0,0,59,0,0,0,0,0,0,19,0,0,32,0,0,63,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,19,0,0,19,0,30,0,0,36,0,0,37,0,0,0,28,0,0,0,12,0,0,0,0,0,0,0,0,0,38,25,0,0,0,0,0,27,0,0,0,20,30,0,0,0,0,0,0,0,74,29,0,0,19,0,16,47,0,0,0,0,0,0,0,31,0,0,41,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,35,0,0,0,0,28,0,19,0,0,0,0,48,0,0,22,0,0,0,0,0,0,0,74,0,37,0,0,0,0,0,0,22,0,0,0,0,32,0,22,0,0,0,0,0,0,0,0,50,0,32,0,0,0,24,0,0,24,0,0,0,0,49,0,0,0,27,0,0,0,0,24,0,0,0,0,38,0,0,0,20,13,0,23,23,0,0,35,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,14,0,0,0,0,37,0
2016-01-17,0,0,0,0,0,65,0,24,0,0,0,0,38,0,0,33,0,0,43,0,0,0,0,0,31,0,0,0,0,18,0,14,0,0,0,0,0,0,39,0,31,0,0,37,0,0,29,0,0,13,8,0,0,0,11,0,0,0,28,0,0,0,0,0,38,0,26,26,52,0,0,28,0,0,0,0,21,0,0,0,0,25,0,0,25,39,0,0,0,0,32,24,0,0,0,0,0,0,0,32,0,0,21,0,0,22,22,29,0,0,0,0,20,0,0,0,0,0,0,0,0,30,0,30,0,0,18,0,0,0,0,0,0,48,0,0,0,0,99,0,0,31,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,12,12,0,0,0,32,0,26,0,0,0,0,0,0,0,0,26,0,24,0,0,0,50,0,0,0,0,0,0,0,25,0,0,28,28,0,0,25,0,0,0,0,0,0,0,0,0,0,20,24,0,27,40,24,24,24,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,13,0,0,0,0,19,0
2016-01-24,0,0,0,0,0,48,0,24,0,0,0,0,29,0,0,43,0,0,36,0,0,0,0,0,62,0,0,18,0,0,0,14,0,0,0,19,0,0,39,0,55,0,0,18,0,0,54,0,0,25,4,0,0,0,8,0,0,0,24,0,0,0,0,0,29,26,51,0,38,0,0,0,0,0,0,0,30,0,0,0,0,25,0,0,37,39,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,41,0,0,0,22,22,0,22,0,0,0,0,0,0,0,0,0,21,0,20,0,0,0,0,18,0,0,0,0,19,0,38,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,23,11,0,0,0,64,0,25,0,0,0,0,0,0,0,0,31,0,24,0,0,0,24,0,0,24,0,0,0,0,49,0,0,27,27,0,0,0,0,24,0,0,0,0,39,0,0,0,0,30,0,30,24,0,0,24,0,20,0,0,0,0,0,0,0,37,0,0,0,0,0,27,0,0,84,7,0,0,0,0,37,0
2016-01-31,0,0,0,24,0,47,0,24,0,0,0,0,0,0,0,21,0,0,49,0,0,0,0,0,31,0,0,18,0,0,0,28,0,0,0,19,0,0,38,0,54,0,0,18,0,0,49,0,0,12,4,0,0,0,8,0,0,0,37,0,0,0,0,0,56,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,25,0,0,19,0,15,16,0,0,0,0,0,0,0,31,0,0,0,0,0,22,0,32,0,0,0,0,0,0,0,0,0,0,0,42,0,19,0,38,0,0,35,0,0,0,0,38,0,19,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,62,0,45,0,0,0,0,0,0,0,0,22,0,24,0,0,0,24,0,0,24,0,0,0,0,32,0,0,27,0,0,0,0,0,48,0,0,0,0,0,0,0,0,10,30,0,10,0,23,23,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,52,12,0,0,0,0,18,0
2016-02-07,0,0,0,0,0,23,0,59,0,0,0,0,28,0,0,0,0,0,35,0,0,0,0,0,30,0,0,0,0,0,0,55,0,0,0,19,0,0,51,0,18,0,0,18,0,0,24,0,0,0,4,0,0,0,6,0,0,0,35,0,0,0,0,0,37,0,75,25,0,0,0,27,0,0,0,0,50,0,0,0,0,72,0,0,24,19,0,0,0,0,16,21,0,0,0,0,0,0,0,0,0,0,51,0,0,0,21,22,0,32,0,0,19,0,0,0,0,0,0,42,0,0,0,38,0,0,17,0,0,0,0,19,0,19,0,0,0,0,97,0,0,22,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,11,11,0,0,0,31,0,37,0,0,0,0,0,0,0,0,45,0,23,0,0,0,0,0,0,48,0,0,0,0,32,0,0,0,27,0,0,24,0,48,0,0,0,0,0,0,0,0,0,29,0,20,0,23,23,23,23,19,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0,0,56,9,0,0,0,0,18,0
2016-02-14,0,0,0,48,0,24,0,59,0,0,0,0,56,0,0,21,0,0,49,0,0,0,0,0,62,0,0,18,0,18,0,14,0,0,0,0,0,0,38,0,24,0,0,27,0,0,53,0,0,0,4,0,0,0,10,0,0,0,32,0,0,0,0,0,0,0,25,25,25,0,0,55,0,0,0,20,47,0,0,0,0,0,0,0,0,32,0,0,19,0,0,15,0,0,0,0,0,0,0,31,0,0,27,0,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,23,0,0,0,0,19,0,44,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,25,0,0,0,0,0,0,0,0,30,0,48,0,0,0,24,0,0,24,0,0,0,0,36,0,0,27,0,0,0,24,0,47,0,0,0,0,0,0,0,0,0,49,0,33,35,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,0,0,0,0,28,0
